;content;label;source
382;I'm experiencing a significant reduction in my laptop's battery life. I've noticed that it seems to be draining faster than usual and the overall runtime has significantly decreased. I'm not sure if there's an underlying issue, but I'd like to get this checked out.;Battery;synthetic
383;I'm hearing a constant loud electric sound coming from my computer. It's like a constant hum or buzzing noise that seems to be coming from the speakers. The sound is persistent and doesn't go away even when I'm not using any applications or programs. It's driving me crazy! Can you help?;CPU/FAN/Heatsink;synthetic
384;My computer is not displaying anything on the screen. I turned it on and the lights are on, but there's no image. The monitor is connected properly and all cables are secure. I checked the power supply and it's working fine. What could be the issue?;Motherboard;synthetic
385;My laptop is making a strange noise. It sounds like a crackling sound, almost like popping popcorn. It's coming from the speakers and it's quite loud. It happens randomly, but becomes more frequent when I'm watching videos or listening to music.;CPU/FAN/Heatsink;synthetic
386;My laptop is not charging properly. The battery seems to be draining faster than usual and it's not holding a charge for long periods of time. I've tried different outlets and cables but the issue persists.;Battery;synthetic
387;My computer has been exhibiting strange behavior lately. It seems to be turning off by itself at random times, even when I'm in the middle of using it. I've tried checking the power settings but they all seem to be normal. This is becoming increasingly frustrating as it's affecting my productivity. Any suggestions on how to resolve this issue?;Motherboard;synthetic
388;My computer is not turning on at all. It was working fine yesterday, but today it's just dead. I've tried pressing the power button multiple times and even tried resetting the power supply, but nothing seems to work. The screen remains completely black and there are no signs of life from the system.;Motherboard;synthetic
389;I'm experiencing a strange issue with my computer's keyboard. Some of the keys are typing randomly and continuously, even when I'm not touching them. This is causing a lot of unwanted text to appear on my screen. It's almost like the keys are stuck or something. I've tried cleaning the keyboard, but the problem persists. This is really frustrating and affecting my productivity.;Motherboard;synthetic
390;I recently purchased a new computer and I am having some issues with the audio. The speakers are not producing any sound at all. I have tried adjusting the volume levels, but nothing seems to work. I also checked if there were any updates available for my sound drivers, but they are all up-to-date. Could you please help me resolve this issue?;Audio;synthetic
391;My computer is experiencing a severe performance issue, it's like it's stuck in the mud. The system keeps freezing and sometimes even crashing without any warning. It's becoming increasingly difficult to work on my projects. I've tried restarting the computer but the problem persists. It's as if the system is under a heavy load, but I haven't opened any heavy applications or programs. I'm really worried about losing my work if this keeps happening.;CPU/FAN/Heatsink;synthetic
392;I have a serious problem with my computer. It's not turning on at all! I've tried everything - pressing the power button, resetting the power supply, even checking the cables, but nothing seems to work. It's like it's completely dead. I'm really worried about losing all my data. Can you help me?;Motherboard;synthetic
393;I recently noticed that my laptop's battery life has been significantly reduced. It seems to be draining faster than usual, and I'm having to charge it more often. Is there an issue with the battery or could it be a software problem?;Battery;synthetic
394;I'm having trouble with my computer's audio. I can't seem to get any sound from the speakers or headphones. I've tried adjusting the volume and checking the settings, but nothing seems to work. Is there something wrong with the speakers or the audio driver?;Audio;synthetic
395;I'm having trouble with my computer's audio. I can't seem to get any sound coming out of the speakers. I've tried adjusting the volume settings, but it doesn't seem to make a difference. Any ideas on how to fix this?;Audio;synthetic
396;I'm having a bit of a strange issue with my computer. It's an old one, so I'm not surprised, but it's still quite annoying. I turn it on, and everything seems fine for a moment, but then it just shuts off without any warning. No error messages or anything, it's just like someone pulled the plug. I've tried different power outlets and cables, but it doesn't seem to make a difference. Any ideas what could be going on?;Motherboard;synthetic
397;My computer is not producing any sound when I play audio files or watch videos. The speakers seem to be functioning properly, but no sound is coming out. I have checked the volume settings and they are set to the maximum.;Audio;synthetic
398;I'm having a major issue with my computer. It's not turning on at all! I press the power button and nothing happens. The lights on the keyboard and the screen remain completely dark. I've tried different outlets and even a different power cable, but it's still the same. It's like my computer has completely lost its life.;Motherboard;synthetic
399;I'm having trouble connecting to my home WiFi network. I've tried resetting the router and restarting my computer, but it still won't connect. The network signal is strong, but my laptop just won't connect. I'm using a HP Pavilion laptop with Windows 10.;Network;synthetic
400;I'm experiencing issues connecting to the internet through my wireless network. My computer, a Dell Inspiron, won't seem to pick up the WiFi signal despite being in the same room as the router. The network is visible in the network connections panel, but when I try to connect, it just says 'Failed to connect'.;Network;synthetic
401;My computer is experiencing an unusual problem where it refuses to power on. No matter how many times I press the power button, the machine remains completely unresponsive. This is causing significant inconvenience to my work.;Motherboard;synthetic
